,Thermostat,Smoke_Alarm,Light A,Light B,Door,Person
1172,32,OFF,ON,ON,LOCKED,Away
1173,33,OFF,ON,ON,LOCKED,Away
1174,32,OFF,OFF,ON,LOCKED,Away
1175,31,OFF,ON,ON,LOCKED,Away
1176,32,OFF,ON,ON,LOCKED,Away
1177,32,OFF,ON,ON,LOCKED,Away
1178,33,OFF,ON,ON,LOCKED,Away
1179,34,OFF,OFF,ON,LOCKED,Away
1180,34,OFF,ON,ON,LOCKED,Home
1181,33,OFF,ON,ON,LOCKED,Home
1182,33,OFF,ON,ON,LOCKED,Home
1183,34,OFF,ON,ON,LOCKED,Home
1184,35,OFF,OFF,OFF,LOCKED,Home
1185,35,OFF,OFF,OFF,LOCKED,Home
1186,36,OFF,OFF,ON,LOCKED,Away
1187,37,OFF,ON,ON,LOCKED,Away
1188,38,OFF,OFF,ON,LOCKED,Away
1189,38,OFF,ON,ON,LOCKED,Away
1190,38,OFF,OFF,ON,LOCKED,Away
1191,37,OFF,ON,ON,LOCKED,Away
1192,37,OFF,ON,ON,LOCKED,Away
1193,37,OFF,ON,ON,LOCKED,Away
1194,38,OFF,OFF,ON,LOCKED,Away
1195,39,OFF,ON,ON,LOCKED,Away
1196,38,OFF,OFF,ON,LOCKED,Away
1197,37,OFF,ON,ON,LOCKED,Away
1198,37,OFF,ON,ON,LOCKED,Away
1199,38,OFF,OFF,ON,LOCKED,Home
1200,38,OFF,ON,ON,LOCKED,Home
1201,37,OFF,OFF,ON,LOCKED,Home
1202,36,OFF,ON,ON,LOCKED,Home
1203,36,OFF,ON,ON,LOCKED,Home
1204,37,OFF,OFF,ON,LOCKED,Away
1205,37,OFF,ON,ON,LOCKED,Away
1206,37,OFF,OFF,ON,LOCKED,Away
1207,38,OFF,ON,ON,LOCKED,Away
1208,39,OFF,OFF,ON,LOCKED,Away
1209,40,OFF,ON,ON,LOCKED,Away
1210,39,OFF,OFF,ON,LOCKED,Away
1211,39,OFF,ON,ON,LOCKED,Home
1212,40,OFF,OFF,OFF,LOCKED,Home
1213,40,OFF,OFF,OFF,LOCKED,Home
1214,40,OFF,OFF,ON,LOCKED,Away
1215,40,OFF,ON,ON,LOCKED,Away
1216,40,OFF,ON,ON,LOCKED,Away
1217,41,OFF,ON,ON,LOCKED,Away
1218,42,OFF,OFF,ON,LOCKED,Away
1219,43,OFF,ON,ON,LOCKED,Away
1220,43,OFF,ON,ON,LOCKED,Away
1221,42,OFF,ON,ON,LOCKED,Away
1222,41,OFF,OFF,ON,LOCKED,Away
1223,42,OFF,ON,ON,LOCKED,Away
1224,43,OFF,ON,ON,LOCKED,Away
1225,44,OFF,OFF,ON,LOCKED,Away
1226,44,OFF,ON,ON,LOCKED,Away
1227,43,OFF,OFF,ON,LOCKED,Home
1228,43,OFF,ON,ON,LOCKED,Home
1229,44,OFF,ON,ON,LOCKED,Home
1230,43,OFF,OFF,OFF,LOCKED,Home
1231,42,OFF,OFF,OFF,LOCKED,Home
1232,41,OFF,OFF,OFF,LOCKED,Home
1233,42,OFF,OFF,OFF,LOCKED,Home
1234,42,OFF,OFF,OFF,LOCKED,Home
1235,41,OFF,OFF,ON,LOCKED,Home
1236,42,OFF,ON,ON,LOCKED,Away
1237,42,OFF,ON,ON,LOCKED,Away
1238,41,OFF,OFF,ON,LOCKED,Away
1239,41,OFF,ON,ON,LOCKED,Away
1240,42,OFF,ON,ON,LOCKED,Away
1241,42,OFF,ON,ON,LOCKED,Away
1242,41,OFF,OFF,ON,LOCKED,Home
1243,40,OFF,ON,ON,LOCKED,Home
1244,40,OFF,ON,ON,LOCKED,Home
1245,39,OFF,ON,ON,LOCKED,Home
1246,40,OFF,ON,ON,LOCKED,Home
1247,39,OFF,ON,ON,LOCKED,Home
1248,39,OFF,OFF,OFF,LOCKED,Home
1249,38,OFF,OFF,OFF,LOCKED,Home
1250,38,OFF,OFF,OFF,LOCKED,Home
1251,38,OFF,OFF,OFF,LOCKED,Home
1252,38,OFF,OFF,OFF,LOCKED,Home
1253,39,OFF,OFF,ON,LOCKED,Home
1254,39,OFF,ON,ON,LOCKED,Away
1255,40,OFF,ON,ON,LOCKED,Away
1256,40,OFF,ON,ON,LOCKED,Away
1257,39,OFF,ON,ON,LOCKED,Away
1258,40,OFF,OFF,ON,LOCKED,Away
1259,41,OFF,ON,ON,LOCKED,Away
1260,40,OFF,OFF,ON,LOCKED,Away
1261,40,OFF,ON,ON,LOCKED,Away
1262,39,OFF,ON,ON,LOCKED,Away
1263,38,OFF,OFF,ON,LOCKED,Away
1264,38,OFF,ON,ON,LOCKED,Away
1265,37,OFF,ON,ON,LOCKED,Away
1266,36,OFF,ON,ON,LOCKED,Away
1267,36,OFF,OFF,ON,LOCKED,Home
1268,37,OFF,ON,ON,LOCKED,Home
1269,37,OFF,ON,ON,LOCKED,Home
1270,38,OFF,ON,ON,LOCKED,Home
1271,39,OFF,OFF,ON,LOCKED,Home
1272,40,OFF,ON,ON,LOCKED,Home
1273,40,OFF,OFF,OFF,LOCKED,Home
1274,41,OFF,OFF,OFF,LOCKED,Home
1275,41,OFF,OFF,OFF,LOCKED,Home
1276,42,OFF,OFF,OFF,LOCKED,Home
1277,43,OFF,OFF,ON,LOCKED,Away
1278,43,OFF,ON,ON,LOCKED,Away
1279,44,OFF,OFF,ON,LOCKED,Home
1280,45,OFF,ON,ON,LOCKED,Away
1281,46,OFF,ON,ON,LOCKED,Away
1282,45,OFF,ON,ON,LOCKED,Away
1283,44,OFF,ON,ON,LOCKED,Away
1284,45,OFF,OFF,ON,LOCKED,Away
1285,46,OFF,ON,ON,LOCKED,Away
1286,45,OFF,ON,ON,LOCKED,Away
1287,45,OFF,OFF,ON,LOCKED,Away
1288,46,OFF,ON,ON,LOCKED,Away
1289,47,OFF,OFF,ON,LOCKED,Away
1290,46,OFF,ON,ON,LOCKED,Away
1291,45,OFF,OFF,ON,LOCKED,Away
1292,45,OFF,ON,ON,LOCKED,Away
1293,46,OFF,OFF,ON,LOCKED,Home
1294,46,OFF,ON,ON,LOCKED,Away
1295,46,OFF,ON,ON,LOCKED,Away
1296,46,OFF,OFF,ON,LOCKED,Home
1297,46,OFF,ON,ON,LOCKED,Home
1298,47,OFF,ON,ON,LOCKED,Home
1299,47,OFF,OFF,ON,LOCKED,Home
1300,46,OFF,ON,ON,LOCKED,Home
1301,46,OFF,OFF,OFF,LOCKED,Home
1302,45,OFF,OFF,OFF,LOCKED,Home
1303,45,OFF,OFF,OFF,LOCKED,Home
1304,44,OFF,OFF,OFF,LOCKED,Home
1305,44,OFF,OFF,OFF,LOCKED,Home
1306,44,OFF,OFF,ON,LOCKED,Home
1307,43,OFF,ON,ON,LOCKED,Home
1308,43,OFF,OFF,OFF,LOCKED,Home
1309,43,OFF,OFF,OFF,LOCKED,Home
1310,43,OFF,OFF,OFF,LOCKED,Home
1311,42,OFF,OFF,ON,LOCKED,Away
1312,42,OFF,ON,ON,LOCKED,Away
1313,43,OFF,ON,ON,LOCKED,Away
1314,44,OFF,ON,ON,LOCKED,Away
1315,45,OFF,ON,ON,LOCKED,Away
1316,44,OFF,OFF,ON,LOCKED,Away
1317,45,OFF,ON,ON,LOCKED,Home
1318,46,OFF,ON,ON,LOCKED,Home
1319,45,OFF,ON,ON,LOCKED,Home
1320,44,OFF,ON,ON,LOCKED,Home
1321,44,OFF,OFF,ON,LOCKED,Home
1322,44,OFF,ON,ON,LOCKED,Home
1323,45,OFF,ON,ON,LOCKED,Home
1324,46,OFF,ON,ON,LOCKED,Home
1325,47,OFF,ON,ON,LOCKED,Home
1326,47,OFF,OFF,ON,LOCKED,Away
1327,46,OFF,ON,ON,LOCKED,Away
1328,47,OFF,OFF,ON,LOCKED,Home
1329,47,OFF,ON,ON,LOCKED,Home
1330,47,OFF,OFF,ON,LOCKED,Home
1331,46,OFF,ON,ON,LOCKED,Home
1332,46,OFF,OFF,OFF,LOCKED,Home
1333,47,OFF,OFF,ON,LOCKED,Away
1334,48,OFF,ON,ON,LOCKED,Away
1335,49,OFF,ON,ON,LOCKED,Away
1336,50,OFF,OFF,ON,LOCKED,Away
1337,51,OFF,ON,ON,LOCKED,Away
1338,52,OFF,OFF,ON,LOCKED,Home
1339,51,OFF,ON,OFF,LOCKED,Home
1340,52,OFF,OFF,OFF,LOCKED,Home
1341,52,OFF,OFF,OFF,LOCKED,Home
1342,52,OFF,OFF,OFF,LOCKED,Home
1343,52,OFF,OFF,OFF,LOCKED,Home
1344,53,OFF,OFF,OFF,LOCKED,Home
1345,52,OFF,OFF,ON,LOCKED,Home
1346,51,OFF,ON,ON,LOCKED,Home
1347,51,OFF,OFF,OFF,LOCKED,Home
1348,50,OFF,OFF,OFF,LOCKED,Home
1349,49,OFF,OFF,OFF,LOCKED,Home
1350,48,OFF,OFF,OFF,LOCKED,Home
1351,48,OFF,OFF,OFF,LOCKED,Home
1352,47,OFF,OFF,ON,LOCKED,Home
1353,48,OFF,ON,ON,LOCKED,Home
1354,48,OFF,OFF,ON,LOCKED,Home
1355,48,OFF,ON,OFF,LOCKED,Home
1356,47,OFF,ON,OFF,LOCKED,Home
1357,48,OFF,OFF,OFF,LOCKED,Home
1358,47,OFF,OFF,ON,LOCKED,Away
1359,46,OFF,ON,ON,LOCKED,Away
1360,45,OFF,OFF,ON,LOCKED,Away
1361,46,OFF,ON,ON,LOCKED,Away
1362,47,OFF,ON,ON,LOCKED,Away
1363,46,OFF,ON,ON,LOCKED,Away
1364,47,OFF,ON,ON,LOCKED,Away
1365,47,OFF,ON,ON,LOCKED,Away
1366,46,OFF,ON,ON,LOCKED,Away
1367,46,OFF,OFF,ON,LOCKED,Home
1368,47,OFF,ON,OFF,LOCKED,Home
1369,46,OFF,OFF,ON,LOCKED,Away
1370,45,OFF,ON,ON,LOCKED,Away
1371,46,OFF,ON,ON,LOCKED,Away
1372,46,OFF,ON,ON,LOCKED,Away
1373,45,OFF,OFF,ON,LOCKED,Away
1374,45,OFF,ON,ON,LOCKED,Home
1375,45,OFF,ON,ON,LOCKED,Home
1376,44,OFF,ON,ON,LOCKED,Home
1377,43,OFF,OFF,ON,LOCKED,Home
1378,44,OFF,ON,ON,LOCKED,Home
1379,45,OFF,OFF,ON,LOCKED,Away
1380,44,OFF,ON,ON,LOCKED,Away
1381,45,OFF,ON,ON,LOCKED,Away
1382,46,OFF,ON,ON,LOCKED,Away
1383,46,OFF,ON,ON,LOCKED,Away
1384,45,OFF,ON,ON,LOCKED,Away
1385,44,OFF,ON,ON,LOCKED,Away
1386,45,OFF,OFF,ON,LOCKED,Away
1387,46,OFF,ON,ON,LOCKED,Away
1388,46,OFF,ON,ON,LOCKED,Away
1389,45,OFF,OFF,ON,LOCKED,Away
1390,46,OFF,ON,ON,LOCKED,Away
1391,45,OFF,ON,ON,LOCKED,Away
1392,45,OFF,ON,ON,LOCKED,Away
1393,45,OFF,ON,ON,LOCKED,Away
1394,45,OFF,OFF,ON,LOCKED,Away
1395,44,OFF,ON,ON,LOCKED,Away
1396,43,OFF,ON,ON,LOCKED,Away
1397,44,OFF,OFF,ON,LOCKED,Away
1398,44,OFF,ON,ON,LOCKED,Home
1399,43,OFF,ON,ON,LOCKED,Home
1400,44,OFF,OFF,ON,LOCKED,Home
1401,43,OFF,ON,ON,LOCKED,Home
1402,44,OFF,ON,ON,LOCKED,Home
1403,43,OFF,ON,ON,LOCKED,Home
1404,42,OFF,ON,ON,LOCKED,Home
1405,42,OFF,OFF,OFF,LOCKED,Home
1406,42,OFF,OFF,OFF,LOCKED,Home
1407,41,OFF,OFF,OFF,LOCKED,Home
1408,42,OFF,OFF,OFF,LOCKED,Home
1409,43,OFF,OFF,OFF,LOCKED,Home
1410,44,OFF,OFF,ON,LOCKED,Home
1411,45,OFF,ON,ON,LOCKED,Home
1412,46,OFF,ON,ON,LOCKED,Home
1413,46,OFF,OFF,OFF,LOCKED,Home
1414,45,OFF,OFF,OFF,LOCKED,Home
1415,46,OFF,OFF,OFF,LOCKED,Home
1416,47,OFF,OFF,OFF,LOCKED,Home
1417,47,OFF,OFF,OFF,LOCKED,Home
1418,48,OFF,OFF,ON,LOCKED,Home
1419,48,OFF,ON,ON,LOCKED,Home
1420,49,OFF,OFF,ON,LOCKED,Away
1421,49,OFF,ON,ON,LOCKED,Away
1422,50,OFF,OFF,ON,LOCKED,Away
1423,49,OFF,ON,ON,LOCKED,Away
1424,50,OFF,ON,ON,LOCKED,Away
1425,49,OFF,ON,ON,LOCKED,Away
1426,48,OFF,ON,ON,LOCKED,Away
1427,47,OFF,ON,ON,LOCKED,Away
1428,47,OFF,ON,ON,LOCKED,Away
1429,46,OFF,ON,ON,LOCKED,Away
1430,47,OFF,ON,ON,LOCKED,Away
1431,47,OFF,OFF,ON,LOCKED,Home
1432,46,OFF,ON,ON,LOCKED,Home
1433,47,OFF,OFF,OFF,LOCKED,Home
1434,46,OFF,OFF,OFF,LOCKED,Home
1435,47,OFF,OFF,OFF,LOCKED,Home
1436,46,OFF,OFF,OFF,LOCKED,Home
1437,46,OFF,OFF,ON,LOCKED,Away
1438,47,OFF,ON,ON,LOCKED,Away
1439,46,OFF,OFF,ON,LOCKED,Home
1440,45,OFF,ON,ON,LOCKED,Home
1441,46,OFF,OFF,ON,LOCKED,Away
1442,46,OFF,ON,ON,LOCKED,Away
1443,45,OFF,ON,ON,LOCKED,Away
1444,44,OFF,ON,ON,LOCKED,Away
1445,43,OFF,ON,ON,LOCKED,Away
1446,42,OFF,OFF,ON,LOCKED,Away
1447,43,OFF,ON,ON,LOCKED,Away
1448,42,OFF,ON,ON,LOCKED,Away
1449,43,OFF,OFF,ON,LOCKED,Away
1450,44,OFF,ON,ON,LOCKED,Away
1451,45,OFF,ON,ON,LOCKED,Away
1452,45,OFF,ON,ON,LOCKED,Away
1453,46,OFF,OFF,ON,LOCKED,Away
1454,45,OFF,ON,ON,LOCKED,Away
1455,44,OFF,OFF,ON,LOCKED,Away
1456,45,OFF,ON,ON,LOCKED,Away
1457,45,OFF,ON,ON,LOCKED,Away
1458,44,OFF,OFF,ON,LOCKED,Away
1459,43,OFF,ON,ON,LOCKED,Away
1460,42,OFF,ON,ON,LOCKED,Away
1461,41,OFF,OFF,ON,LOCKED,Away
1462,41,OFF,ON,ON,LOCKED,Away
1463,41,OFF,ON,ON,LOCKED,Away
1464,41,OFF,OFF,ON,LOCKED,Away
1465,42,OFF,ON,ON,LOCKED,Away
1466,42,OFF,OFF,ON,LOCKED,Away
1467,43,OFF,ON,ON,LOCKED,Away
1468,44,OFF,ON,ON,LOCKED,Away
1469,43,OFF,ON,ON,LOCKED,Away
1470,43,OFF,ON,ON,LOCKED,Away
1471,42,OFF,ON,ON,LOCKED,Away
1472,41,OFF,ON,ON,LOCKED,Away
1473,40,OFF,OFF,ON,LOCKED,Away
1474,40,OFF,ON,ON,LOCKED,Away
1475,41,OFF,OFF,ON,LOCKED,Home
1476,42,OFF,ON,ON,LOCKED,Away
1477,43,OFF,OFF,ON,LOCKED,Away
1478,42,OFF,ON,ON,LOCKED,Away
1479,42,OFF,OFF,ON,LOCKED,Away
1480,43,OFF,ON,ON,LOCKED,Away
1481,43,OFF,ON,ON,LOCKED,Away
1482,44,OFF,OFF,ON,LOCKED,Away
1483,43,OFF,ON,ON,LOCKED,Away
1484,43,OFF,ON,ON,LOCKED,Away
1485,44,OFF,ON,ON,LOCKED,Away
1486,45,OFF,OFF,ON,LOCKED,Away
1487,44,OFF,ON,ON,LOCKED,Away
1488,45,OFF,OFF,ON,LOCKED,Away
1489,45,OFF,ON,ON,LOCKED,Away
1490,46,OFF,ON,ON,LOCKED,Away
1491,47,OFF,OFF,ON,LOCKED,Away
1492,46,OFF,ON,ON,LOCKED,Away
1493,47,OFF,OFF,ON,LOCKED,Away
1494,46,OFF,ON,ON,LOCKED,Away
1495,46,OFF,OFF,ON,LOCKED,Home
1496,47,OFF,ON,ON,LOCKED,Home
1497,46,OFF,ON,ON,LOCKED,Home
1498,47,OFF,OFF,OFF,LOCKED,Home
1499,48,OFF,OFF,OFF,LOCKED,Home
1500,49,OFF,OFF,OFF,LOCKED,Home
1501,48,OFF,OFF,ON,LOCKED,Away
1502,47,OFF,ON,ON,LOCKED,Away
1503,47,OFF,ON,ON,LOCKED,Away
1504,46,OFF,ON,ON,LOCKED,Away
1505,45,OFF,OFF,ON,LOCKED,Home
1506,44,OFF,ON,OFF,LOCKED,Home
1507,45,OFF,ON,OFF,LOCKED,Home
1508,45,OFF,ON,OFF,LOCKED,Home
1509,46,OFF,ON,OFF,LOCKED,Home
1510,45,OFF,ON,OFF,LOCKED,Home
1511,44,OFF,ON,OFF,LOCKED,Home
1512,43,OFF,OFF,OFF,LOCKED,Home
1513,44,OFF,OFF,OFF,LOCKED,Home
1514,43,OFF,OFF,OFF,LOCKED,Home
1515,44,OFF,OFF,OFF,LOCKED,Home
1516,43,OFF,OFF,OFF,LOCKED,Home
1517,44,OFF,OFF,ON,LOCKED,Home
1518,43,OFF,ON,ON,LOCKED,Away
1519,43,OFF,ON,ON,LOCKED,Away
1520,42,OFF,OFF,ON,LOCKED,Away
1521,42,OFF,ON,ON,LOCKED,Away
1522,43,OFF,ON,ON,LOCKED,Away
1523,44,OFF,ON,ON,LOCKED,Away
1524,43,OFF,ON,ON,LOCKED,Away
1525,43,OFF,ON,ON,LOCKED,Away
1526,44,OFF,OFF,ON,LOCKED,Home
1527,44,OFF,ON,OFF,LOCKED,Home
1528,43,OFF,ON,OFF,LOCKED,Home
1529,42,OFF,ON,OFF,LOCKED,Home
1530,43,OFF,ON,OFF,LOCKED,Home
1531,43,OFF,ON,OFF,LOCKED,Home
1532,43,OFF,ON,OFF,LOCKED,Home
1533,43,OFF,OFF,ON,LOCKED,Away
1534,44,OFF,ON,ON,LOCKED,Away
1535,44,OFF,ON,ON,LOCKED,Away
1536,45,OFF,OFF,ON,LOCKED,Away
1537,46,OFF,ON,ON,LOCKED,Away
1538,47,OFF,ON,ON,LOCKED,Away
1539,48,OFF,OFF,ON,LOCKED,Away
1540,48,OFF,ON,ON,LOCKED,Home
1541,48,OFF,ON,ON,LOCKED,Home
1542,48,OFF,OFF,OFF,LOCKED,Home
1543,48,OFF,OFF,ON,LOCKED,Away
1544,49,OFF,ON,ON,LOCKED,Away
1545,49,OFF,ON,ON,LOCKED,Away
1546,50,OFF,ON,ON,LOCKED,Away
1547,50,OFF,ON,ON,LOCKED,Away
1548,50,OFF,ON,ON,LOCKED,Away
1549,50,OFF,OFF,ON,LOCKED,Away
1550,49,OFF,ON,ON,LOCKED,Away
1551,50,OFF,ON,ON,LOCKED,Away
1552,50,OFF,OFF,ON,LOCKED,Home
1553,50,OFF,ON,ON,LOCKED,Home
1554,51,OFF,ON,ON,LOCKED,Home
1555,51,OFF,ON,ON,LOCKED,Home
1556,50,OFF,ON,ON,LOCKED,Home
1557,51,OFF,ON,ON,LOCKED,Home
1558,52,OFF,ON,ON,LOCKED,Home
1559,51,OFF,ON,ON,LOCKED,Home
1560,51,OFF,ON,ON,LOCKED,Home
1561,50,OFF,OFF,OFF,LOCKED,Home
1562,51,OFF,OFF,ON,LOCKED,Away
1563,50,OFF,ON,ON,LOCKED,Away
1564,50,OFF,ON,ON,LOCKED,Away
1565,50,OFF,ON,ON,LOCKED,Away
1566,49,OFF,ON,ON,LOCKED,Away
1567,50,OFF,ON,ON,LOCKED,Away
1568,50,OFF,ON,ON,LOCKED,Away
1569,51,OFF,OFF,ON,LOCKED,Away
1570,50,OFF,ON,ON,LOCKED,Home
1571,51,OFF,ON,ON,LOCKED,Home
1572,52,OFF,ON,ON,LOCKED,Home
1573,51,OFF,OFF,ON,LOCKED,Away
1574,51,OFF,ON,ON,LOCKED,Home
1575,51,OFF,OFF,OFF,LOCKED,Home
1576,51,OFF,OFF,OFF,LOCKED,Home
1577,51,OFF,OFF,OFF,LOCKED,Home
1578,50,OFF,OFF,OFF,LOCKED,Home
1579,51,OFF,OFF,OFF,LOCKED,Home
1580,50,OFF,OFF,ON,LOCKED,Home
1581,49,OFF,ON,ON,LOCKED,Away
1582,50,OFF,ON,ON,LOCKED,Away
1583,50,OFF,ON,ON,LOCKED,Away
1584,50,OFF,OFF,ON,LOCKED,Away
1585,49,OFF,ON,ON,LOCKED,Home
1586,48,OFF,ON,ON,LOCKED,Home
1587,48,OFF,OFF,OFF,LOCKED,Home
1588,47,OFF,OFF,OFF,LOCKED,Home
1589,47,OFF,OFF,ON,LOCKED,Away
1590,48,OFF,ON,ON,LOCKED,Away
1591,49,OFF,ON,ON,LOCKED,Away
1592,49,OFF,OFF,ON,LOCKED,Away
1593,50,OFF,ON,ON,LOCKED,Away
1594,51,OFF,ON,ON,LOCKED,Away
1595,52,OFF,ON,ON,LOCKED,Away
1596,53,OFF,ON,ON,LOCKED,Away
1597,52,OFF,ON,ON,LOCKED,Away
1598,53,OFF,ON,ON,LOCKED,Away
1599,54,OFF,OFF,ON,LOCKED,Away
1600,53,OFF,ON,ON,LOCKED,Away
1601,52,OFF,ON,ON,LOCKED,Away
1602,53,OFF,ON,ON,LOCKED,Away
1603,52,OFF,ON,ON,LOCKED,Away
1604,51,OFF,ON,ON,LOCKED,Away
1605,50,OFF,ON,ON,LOCKED,Away
1606,51,OFF,OFF,ON,LOCKED,Away
1607,51,OFF,ON,ON,LOCKED,Away
1608,51,OFF,ON,ON,LOCKED,Away
1609,52,OFF,ON,ON,LOCKED,Away
1610,51,OFF,ON,ON,LOCKED,Away
1611,52,OFF,OFF,ON,LOCKED,Away
1612,53,OFF,ON,ON,LOCKED,Away
1613,53,OFF,ON,ON,LOCKED,Away
1614,52,OFF,ON,ON,LOCKED,Away
1615,52,OFF,OFF,ON,LOCKED,Away
1616,51,OFF,ON,ON,LOCKED,Away
1617,50,OFF,ON,ON,LOCKED,Away
1618,49,OFF,OFF,ON,LOCKED,Home
1619,48,OFF,ON,ON,LOCKED,Away
1620,47,OFF,OFF,ON,LOCKED,Away
1621,48,OFF,ON,ON,LOCKED,Away
1622,48,OFF,OFF,ON,LOCKED,Home
1623,47,OFF,ON,ON,LOCKED,Home
1624,47,OFF,ON,ON,LOCKED,Home
1625,46,OFF,ON,ON,LOCKED,Home
1626,45,OFF,OFF,OFF,LOCKED,Home
1627,46,OFF,OFF,OFF,LOCKED,Home
1628,47,OFF,OFF,OFF,LOCKED,Home
1629,47,OFF,OFF,OFF,LOCKED,Home
1630,46,OFF,OFF,OFF,LOCKED,Home
1631,45,OFF,OFF,ON,LOCKED,Home
1632,44,OFF,ON,OFF,LOCKED,Home
1633,44,OFF,ON,OFF,LOCKED,Home
1634,44,OFF,OFF,OFF,LOCKED,Home
1635,45,OFF,OFF,OFF,LOCKED,Home
1636,44,OFF,OFF,OFF,LOCKED,Home
1637,43,OFF,OFF,OFF,LOCKED,Home
1638,43,OFF,OFF,OFF,LOCKED,Home
1639,42,OFF,OFF,ON,LOCKED,Home
1640,41,OFF,ON,ON,LOCKED,Away
1641,42,OFF,ON,ON,LOCKED,Away
1642,42,OFF,ON,ON,LOCKED,Away
1643,42,OFF,ON,ON,LOCKED,Away
1644,41,OFF,OFF,ON,LOCKED,Home
1645,40,OFF,ON,OFF,LOCKED,Home
1646,39,OFF,ON,OFF,LOCKED,Home
1647,40,OFF,OFF,OFF,LOCKED,Home
1648,41,OFF,OFF,OFF,LOCKED,Home
1649,40,OFF,OFF,OFF,LOCKED,Home
1650,39,OFF,OFF,OFF,LOCKED,Home
1651,39,OFF,OFF,ON,LOCKED,Away
1652,38,OFF,ON,ON,LOCKED,Away
1653,37,OFF,ON,ON,LOCKED,Away
1654,36,OFF,OFF,ON,LOCKED,Away
1655,35,OFF,ON,ON,LOCKED,Home
1656,36,OFF,OFF,OFF,LOCKED,Home
1657,37,OFF,OFF,OFF,LOCKED,Home
1658,37,OFF,OFF,OFF,LOCKED,Home
1659,37,OFF,OFF,OFF,LOCKED,Home
1660,38,OFF,OFF,OFF,LOCKED,Home
1661,39,OFF,OFF,ON,LOCKED,Home
1662,38,OFF,ON,ON,LOCKED,Home
1663,38,OFF,ON,ON,LOCKED,Home
1664,37,OFF,ON,ON,LOCKED,Home
1665,36,OFF,OFF,OFF,LOCKED,Home
1666,35,OFF,OFF,OFF,LOCKED,Home
1667,36,OFF,OFF,OFF,LOCKED,Home
1668,35,OFF,OFF,OFF,LOCKED,Home
1669,36,OFF,OFF,ON,LOCKED,Away
1670,35,OFF,ON,ON,LOCKED,Away
1671,34,OFF,OFF,ON,LOCKED,Home
1672,34,OFF,ON,OFF,LOCKED,Home
1673,35,OFF,ON,OFF,LOCKED,Home
1674,35,OFF,ON,OFF,LOCKED,Home
1675,35,OFF,OFF,OFF,LOCKED,Home
1676,35,OFF,OFF,OFF,LOCKED,Home
1677,35,OFF,OFF,OFF,LOCKED,Home
1678,34,OFF,OFF,OFF,LOCKED,Home
1679,35,OFF,OFF,OFF,LOCKED,Home
1680,36,OFF,OFF,ON,LOCKED,Home
1681,37,OFF,ON,ON,LOCKED,Home
1682,37,OFF,ON,ON,LOCKED,Home
1683,37,OFF,OFF,ON,LOCKED,Away
1684,37,OFF,ON,ON,LOCKED,Away
1685,36,OFF,ON,ON,LOCKED,Away
1686,37,OFF,ON,ON,LOCKED,Away
1687,37,OFF,ON,ON,LOCKED,Away
1688,37,OFF,ON,ON,LOCKED,Away
1689,37,OFF,ON,ON,LOCKED,Away
1690,38,OFF,ON,ON,LOCKED,Away
1691,38,OFF,OFF,ON,LOCKED,Away
1692,37,OFF,ON,ON,LOCKED,Away
1693,36,OFF,ON,ON,LOCKED,Away
1694,37,OFF,ON,ON,LOCKED,Away
1695,37,OFF,ON,ON,LOCKED,Away
1696,38,OFF,OFF,ON,LOCKED,Away
1697,37,OFF,ON,ON,LOCKED,Home
1698,38,OFF,ON,ON,LOCKED,Home
1699,39,OFF,OFF,OFF,LOCKED,Home
1700,40,OFF,OFF,OFF,LOCKED,Home
1701,40,OFF,OFF,OFF,LOCKED,Home
1702,40,OFF,OFF,OFF,LOCKED,Home
1703,40,OFF,OFF,OFF,LOCKED,Home
1704,41,OFF,OFF,ON,LOCKED,Home
1705,42,OFF,ON,ON,LOCKED,Home
1706,43,OFF,OFF,OFF,LOCKED,Home
1707,44,OFF,OFF,OFF,LOCKED,Home
1708,44,OFF,OFF,OFF,LOCKED,Home
1709,44,OFF,OFF,OFF,LOCKED,Home
1710,45,OFF,OFF,OFF,LOCKED,Home
1711,46,OFF,OFF,ON,LOCKED,Home
1712,46,OFF,ON,OFF,LOCKED,Home
1713,47,OFF,ON,OFF,LOCKED,Home
1714,48,OFF,OFF,OFF,LOCKED,Home
1715,48,OFF,OFF,OFF,LOCKED,Home
1716,47,OFF,OFF,OFF,LOCKED,Home
1717,48,OFF,OFF,OFF,LOCKED,Home
1718,49,OFF,OFF,OFF,LOCKED,Home
1719,48,OFF,OFF,ON,LOCKED,Home
1720,47,OFF,ON,ON,LOCKED,Home
1721,47,OFF,OFF,ON,LOCKED,Home
1722,46,OFF,ON,ON,LOCKED,Home
1723,45,OFF,ON,ON,LOCKED,Home
1724,44,OFF,ON,ON,LOCKED,Home
1725,44,OFF,ON,ON,LOCKED,Home
1726,45,OFF,OFF,ON,LOCKED,Away
1727,44,OFF,ON,ON,LOCKED,Away
1728,43,OFF,ON,ON,LOCKED,Away
1729,43,OFF,ON,ON,LOCKED,Away
1730,44,OFF,ON,ON,LOCKED,Away
1731,44,OFF,ON,ON,LOCKED,Away
1732,45,OFF,OFF,ON,LOCKED,Home
1733,45,OFF,ON,ON,LOCKED,Away
1734,46,OFF,OFF,ON,LOCKED,Away
1735,45,OFF,ON,ON,LOCKED,Away
1736,45,OFF,OFF,ON,LOCKED,Away
1737,46,OFF,ON,ON,LOCKED,Away
