,Thermostat,LightSensor,LightA,LightB,AC,Window
5521,57,6,ON,ON,ON,Closed
5522,57,6,ON,ON,ON,Closed
5523,58,7,ON,ON,ON,Closed
5524,59,6,ON,ON,ON,Closed
5525,58,6,ON,ON,ON,Closed
5526,57,7,ON,ON,ON,Closed
5527,56,6,ON,ON,ON,Closed
5528,57,7,ON,ON,ON,Closed
5529,57,7,ON,ON,ON,Closed
5530,57,6,ON,ON,ON,Closed
5531,57,5,ON,ON,ON,Closed
5532,58,5,ON,ON,ON,Closed
5533,57,4,ON,ON,ON,Closed
5534,57,5,ON,ON,ON,Closed
5535,57,6,ON,ON,ON,Closed
5536,57,5,ON,ON,ON,Closed
5537,56,6,ON,ON,ON,Closed
5538,55,6,ON,ON,ON,Closed
5539,56,6,ON,ON,ON,Closed
5540,55,6,ON,ON,ON,Closed
5541,54,7,ON,ON,ON,Closed
5542,53,8,ON,ON,ON,Closed
5543,52,9,ON,ON,ON,Closed
5544,51,8,ON,ON,ON,Closed
5545,51,7,ON,ON,ON,Closed
5546,50,6,ON,ON,ON,Closed
5547,51,7,ON,ON,ON,Closed
5548,52,8,ON,ON,ON,Closed
5549,52,8,ON,ON,ON,Closed
5550,52,9,ON,ON,ON,Closed
5551,53,10,OFF,OFF,ON,Closed
5552,53,10,OFF,OFF,ON,Closed
5553,53,10,OFF,OFF,ON,Closed
5554,54,10,OFF,OFF,ON,Closed
5555,54,8,OFF,OFF,ON,Closed
5556,54,9,OFF,OFF,ON,Closed
5557,55,8,OFF,OFF,ON,Closed
5558,56,7,OFF,OFF,ON,Closed
5559,57,7,OFF,OFF,ON,Closed
5560,57,8,OFF,OFF,ON,Closed
5561,58,8,OFF,OFF,ON,Closed
5562,57,8,OFF,OFF,ON,Closed
5563,58,7,OFF,OFF,ON,Closed
5564,58,8,OFF,OFF,ON,Closed
5565,59,8,OFF,OFF,ON,Closed
5566,59,9,OFF,OFF,ON,Closed
5567,59,8,OFF,OFF,ON,Closed
5568,58,8,OFF,OFF,ON,Closed
5569,59,7,OFF,OFF,ON,Closed
5570,59,8,OFF,OFF,ON,Closed
5571,58,8,OFF,OFF,ON,Closed
5572,59,8,OFF,OFF,ON,Closed
5573,59,8,OFF,OFF,ON,Closed
5574,58,9,OFF,OFF,ON,Closed
5575,58,8,OFF,OFF,ON,Closed
5576,57,9,OFF,OFF,ON,Closed
5577,58,10,OFF,OFF,ON,Closed
5578,58,8,OFF,OFF,ON,Closed
5579,57,9,OFF,OFF,ON,Closed
5580,56,10,OFF,OFF,ON,Closed
5581,56,8,OFF,OFF,ON,Closed
5582,55,7,OFF,OFF,ON,Closed
5583,56,7,OFF,OFF,ON,Closed
5584,55,7,OFF,OFF,ON,Closed
5585,56,7,OFF,OFF,ON,Closed
5586,55,7,OFF,OFF,ON,Closed
5587,56,8,OFF,OFF,ON,Closed
5588,56,9,OFF,OFF,ON,Closed
5589,57,8,OFF,OFF,ON,Closed
5590,56,8,OFF,OFF,ON,Closed
5591,55,9,OFF,OFF,ON,Closed
5592,54,8,OFF,OFF,ON,Closed
5593,54,8,OFF,OFF,ON,Closed
5594,53,7,OFF,OFF,ON,Closed
5595,54,7,OFF,OFF,ON,Closed
5596,55,7,OFF,OFF,ON,Closed
5597,55,7,OFF,OFF,ON,Closed
5598,56,6,OFF,OFF,ON,Closed
5599,57,6,OFF,OFF,ON,Closed
5600,58,5,OFF,OFF,ON,Closed
5601,59,6,OFF,OFF,ON,Closed
5602,58,6,OFF,OFF,ON,Closed
5603,59,7,OFF,OFF,ON,Closed
5604,59,6,OFF,OFF,ON,Closed
5605,58,5,OFF,OFF,ON,Closed
5606,58,6,OFF,OFF,ON,Closed
5607,58,6,OFF,OFF,ON,Closed
5608,58,5,OFF,OFF,ON,Closed
5609,58,5,OFF,OFF,ON,Closed
5610,57,5,ON,ON,ON,Closed
5611,57,4,ON,ON,ON,Closed
5612,56,3,ON,ON,ON,Closed
5613,57,4,ON,ON,ON,Closed
5614,57,3,ON,ON,ON,Closed
5615,58,2,ON,ON,ON,Closed
5616,59,3,ON,ON,ON,Closed
5617,58,2,ON,ON,ON,Closed
5618,59,2,ON,ON,ON,Closed
5619,59,2,ON,ON,ON,Closed
5620,58,2,ON,ON,ON,Closed
5621,58,3,ON,ON,ON,Closed
5622,58,2,ON,ON,ON,Closed
5623,59,2,ON,ON,ON,Closed
5624,58,2,ON,ON,ON,Closed
5625,59,3,ON,ON,ON,Closed
5626,59,2,ON,ON,ON,Closed
5627,58,2,ON,ON,ON,Closed
5628,58,3,ON,ON,ON,Closed
5629,58,3,ON,ON,ON,Closed
5630,59,4,ON,ON,ON,Closed
5631,58,5,ON,ON,ON,Closed
5632,57,5,ON,ON,ON,Closed
5633,57,4,ON,ON,ON,Closed
5634,57,5,ON,ON,ON,Closed
5635,56,5,ON,ON,ON,Closed
5636,55,5,ON,ON,ON,Closed
5637,54,6,ON,ON,ON,Closed
5638,53,5,ON,ON,ON,Closed
5639,52,4,ON,ON,ON,Closed
5640,51,5,ON,ON,ON,Closed
5641,51,4,ON,ON,ON,Closed
5642,52,3,ON,ON,ON,Closed
5643,52,4,ON,ON,ON,Closed
5644,52,3,ON,ON,ON,Closed
5645,52,3,ON,ON,ON,Closed
5646,52,3,ON,ON,ON,Closed
5647,51,3,ON,ON,ON,Closed
5648,50,4,ON,ON,ON,Closed
5649,50,3,ON,ON,ON,Closed
5650,49,3,ON,ON,ON,Closed
5651,50,4,ON,ON,ON,Closed
5652,51,5,ON,ON,ON,Closed
5653,51,6,ON,ON,ON,Closed
5654,51,6,ON,ON,ON,Closed
5655,50,6,ON,ON,ON,Closed
5656,51,7,ON,ON,ON,Closed
5657,52,7,ON,ON,ON,Closed
5658,51,7,ON,ON,ON,Closed
5659,50,6,ON,ON,ON,Closed
5660,49,6,ON,ON,ON,Closed
5661,50,6,ON,ON,ON,Closed
5662,51,5,ON,ON,ON,Closed
5663,52,6,ON,ON,ON,Closed
5664,52,6,ON,ON,ON,Closed
5665,51,6,ON,ON,ON,Closed
5666,50,7,ON,ON,ON,Closed
5667,50,7,ON,ON,ON,Closed
5668,51,7,ON,ON,ON,Closed
5669,50,7,ON,ON,ON,Closed
5670,51,7,ON,ON,ON,Closed
5671,52,7,ON,ON,ON,Closed
5672,51,8,ON,ON,ON,Closed
5673,50,8,ON,ON,ON,Closed
5674,50,8,ON,ON,ON,Closed
5675,49,8,ON,ON,ON,Closed
5676,48,7,ON,ON,ON,Closed
5677,49,8,ON,ON,ON,Closed
5678,50,9,ON,ON,ON,Closed
5679,49,10,OFF,OFF,ON,Closed
5680,48,10,OFF,OFF,ON,Closed
5681,49,10,OFF,OFF,ON,Closed
5682,50,9,OFF,OFF,ON,Closed
5683,51,8,OFF,OFF,ON,Closed
5684,50,7,OFF,OFF,ON,Closed
5685,50,6,OFF,OFF,ON,Closed
5686,51,7,OFF,OFF,ON,Closed
5687,50,7,OFF,OFF,ON,Closed
5688,50,7,OFF,OFF,ON,Closed
5689,50,6,OFF,OFF,ON,Closed
5690,51,6,OFF,OFF,ON,Closed
5691,50,6,OFF,OFF,ON,Closed
5692,51,7,OFF,OFF,ON,Closed
5693,52,6,OFF,OFF,ON,Closed
5694,51,6,OFF,OFF,ON,Closed
5695,52,5,OFF,OFF,ON,Closed
5696,52,6,OFF,OFF,ON,Closed
5697,52,7,OFF,OFF,ON,Closed
5698,53,6,OFF,OFF,ON,Closed
5699,52,7,OFF,OFF,ON,Closed
5700,52,6,OFF,OFF,ON,Closed
5701,53,5,OFF,OFF,ON,Closed
5702,53,4,OFF,OFF,ON,Closed
5703,54,3,OFF,OFF,ON,Closed
5704,55,3,OFF,OFF,ON,Closed
5705,54,2,OFF,OFF,ON,Closed
5706,54,2,OFF,OFF,ON,Closed
5707,54,3,OFF,OFF,ON,Closed
5708,55,3,OFF,OFF,ON,Closed
5709,54,4,OFF,OFF,ON,Closed
5710,53,4,OFF,OFF,ON,Closed
5711,54,5,OFF,OFF,ON,Closed
5712,54,4,OFF,OFF,ON,Closed
5713,54,5,OFF,OFF,ON,Closed
5714,55,5,OFF,OFF,ON,Closed
5715,55,5,OFF,OFF,ON,Closed
5716,54,5,OFF,OFF,ON,Closed
5717,55,4,OFF,OFF,ON,Closed
5718,54,4,OFF,OFF,ON,Closed
5719,54,5,OFF,OFF,ON,Closed
5720,55,6,OFF,OFF,ON,Closed
5721,56,5,OFF,OFF,ON,Closed
5722,56,6,OFF,OFF,ON,Closed
5723,55,7,OFF,OFF,ON,Closed
5724,55,8,OFF,OFF,ON,Closed
5725,55,9,OFF,OFF,ON,Closed
5726,54,8,OFF,OFF,ON,Closed
5727,53,8,OFF,OFF,ON,Closed
5728,53,8,OFF,OFF,ON,Closed
5729,54,8,OFF,OFF,ON,Closed
5730,55,8,OFF,OFF,ON,Closed
5731,55,8,OFF,OFF,ON,Closed
5732,54,9,OFF,OFF,ON,Closed
5733,54,8,OFF,OFF,ON,Closed
5734,55,7,OFF,OFF,ON,Closed
5735,54,7,OFF,OFF,ON,Closed
5736,53,7,OFF,OFF,ON,Closed
5737,53,6,OFF,OFF,ON,Closed
5738,54,6,OFF,OFF,ON,Closed
5739,53,7,OFF,OFF,ON,Closed
5740,52,7,OFF,OFF,ON,Closed
5741,53,8,OFF,OFF,ON,Closed
5742,53,7,OFF,OFF,ON,Closed
5743,52,6,OFF,OFF,ON,Closed
5744,53,5,OFF,OFF,ON,Closed
5745,52,6,OFF,OFF,ON,Closed
5746,51,5,OFF,OFF,ON,Closed
5747,50,5,OFF,OFF,ON,Closed
5748,49,5,OFF,OFF,ON,Closed
5749,49,6,OFF,OFF,ON,Closed
5750,48,6,OFF,OFF,ON,Closed
5751,48,5,OFF,OFF,ON,Closed
5752,48,4,OFF,OFF,ON,Closed
5753,48,5,OFF,OFF,ON,Closed
5754,49,6,OFF,OFF,ON,Closed
5755,49,7,OFF,OFF,ON,Closed
5756,49,6,OFF,OFF,ON,Closed
5757,48,6,OFF,OFF,ON,Closed
5758,48,7,OFF,OFF,ON,Closed
5759,48,6,OFF,OFF,ON,Closed
5760,47,7,OFF,OFF,ON,Closed
5761,48,6,OFF,OFF,ON,Closed
5762,47,6,OFF,OFF,ON,Closed
5763,46,7,OFF,OFF,ON,Closed
5764,45,6,OFF,OFF,ON,Closed
5765,46,5,OFF,OFF,ON,Closed
5766,46,5,OFF,OFF,ON,Closed
5767,46,4,OFF,OFF,ON,Closed
5768,47,4,OFF,OFF,ON,Closed
5769,47,4,OFF,OFF,ON,Closed
5770,47,4,OFF,OFF,ON,Closed
5771,46,4,OFF,OFF,ON,Closed
5772,45,3,OFF,OFF,ON,Closed
5773,45,2,ON,ON,ON,Closed
5774,45,3,ON,ON,ON,Closed
5775,45,4,ON,ON,ON,Closed
5776,44,4,ON,ON,ON,Closed
5777,45,5,ON,ON,ON,Closed
5778,45,6,ON,ON,ON,Closed
5779,46,5,ON,ON,ON,Closed
5780,47,5,ON,ON,ON,Closed
5781,46,5,ON,ON,ON,Closed
5782,47,6,ON,ON,ON,Closed
5783,47,5,ON,ON,ON,Closed
5784,47,6,ON,ON,ON,Closed
5785,48,5,ON,ON,ON,Closed
5786,48,5,ON,ON,ON,Closed
5787,49,4,ON,ON,ON,Closed
5788,49,5,ON,ON,ON,Closed
5789,49,6,ON,ON,ON,Closed
5790,48,6,ON,ON,ON,Closed
5791,49,6,ON,ON,ON,Closed
5792,49,6,ON,ON,ON,Closed
5793,50,5,ON,ON,ON,Closed
5794,50,4,ON,ON,ON,Closed
5795,49,3,ON,ON,ON,Closed
5796,50,3,ON,ON,ON,Closed
5797,49,4,ON,ON,ON,Closed
5798,50,5,ON,ON,ON,Closed
5799,49,4,ON,ON,ON,Closed
5800,50,4,ON,ON,ON,Closed
5801,50,4,ON,ON,ON,Closed
5802,50,3,ON,ON,ON,Closed
5803,51,4,ON,ON,ON,Closed
5804,50,3,ON,ON,ON,Closed
5805,50,3,ON,ON,ON,Closed
5806,49,3,ON,ON,ON,Closed
5807,50,4,ON,ON,ON,Closed
5808,49,5,ON,ON,ON,Closed
5809,50,4,ON,ON,ON,Closed
5810,50,5,ON,ON,ON,Closed
5811,49,4,ON,ON,ON,Closed
5812,48,5,ON,ON,ON,Closed
5813,47,6,ON,ON,ON,Closed
5814,48,6,ON,ON,ON,Closed
5815,49,7,ON,ON,ON,Closed
5816,50,6,ON,ON,ON,Closed
5817,50,7,ON,ON,ON,Closed
5818,49,8,ON,ON,ON,Closed
5819,49,7,ON,ON,ON,Closed
5820,49,7,ON,ON,ON,Closed
5821,48,8,ON,ON,ON,Closed
5822,48,7,ON,ON,ON,Closed
5823,48,8,ON,ON,ON,Closed
5824,48,7,ON,ON,ON,Closed
5825,49,8,ON,ON,ON,Closed
5826,50,8,ON,ON,ON,Closed
5827,51,9,ON,ON,ON,Closed
5828,51,8,ON,ON,ON,Closed
5829,52,8,ON,ON,ON,Closed
5830,53,8,ON,ON,ON,Closed
5831,53,7,ON,ON,ON,Closed
5832,53,6,ON,ON,ON,Closed
5833,52,5,ON,ON,ON,Closed
5834,53,5,ON,ON,ON,Closed
5835,54,4,ON,ON,ON,Closed
5836,53,5,ON,ON,ON,Closed
5837,52,5,ON,ON,ON,Closed
5838,52,6,ON,ON,ON,Closed
5839,51,5,ON,ON,ON,Closed
5840,50,6,ON,ON,ON,Closed
5841,51,5,ON,ON,ON,Closed
5842,52,5,ON,ON,ON,Closed
5843,51,5,ON,ON,ON,Closed
5844,51,4,ON,ON,ON,Closed
5845,50,4,ON,ON,ON,Closed
5846,51,5,ON,ON,ON,Closed
5847,51,5,ON,ON,ON,Closed
5848,52,5,ON,ON,ON,Closed
5849,53,4,ON,ON,ON,Closed
5850,54,3,ON,ON,ON,Closed
5851,53,3,ON,ON,ON,Closed
5852,54,2,ON,ON,ON,Closed
5853,54,2,ON,ON,ON,Closed
5854,54,2,ON,ON,ON,Closed
5855,55,2,ON,ON,ON,Closed
5856,55,3,ON,ON,ON,Closed
5857,55,2,ON,ON,ON,Closed
5858,55,2,ON,ON,ON,Closed
5859,54,2,ON,ON,ON,Closed
5860,53,2,ON,ON,ON,Closed
5861,53,3,ON,ON,ON,Closed
5862,53,3,ON,ON,ON,Closed
5863,53,3,ON,ON,ON,Closed
5864,52,3,ON,ON,ON,Closed
5865,51,2,ON,ON,ON,Closed
5866,52,3,ON,ON,ON,Closed
5867,52,3,ON,ON,ON,Closed
5868,52,3,ON,ON,ON,Closed
5869,51,2,ON,ON,ON,Closed
5870,51,2,ON,ON,ON,Closed
5871,50,3,ON,ON,ON,Closed
5872,49,3,ON,ON,ON,Closed
5873,49,2,ON,ON,ON,Closed
5874,49,3,ON,ON,ON,Closed
5875,48,3,ON,ON,ON,Closed
5876,48,2,ON,ON,ON,Closed
5877,48,3,OFF,ON,ON,Closed
5878,48,2,OFF,ON,ON,Closed
5879,48,2,OFF,ON,ON,Closed
5880,47,2,OFF,ON,ON,Closed
5881,46,2,OFF,ON,ON,Closed
5882,45,2,OFF,ON,ON,Closed
5883,45,3,OFF,ON,ON,Closed
5884,45,3,OFF,ON,ON,Closed
5885,44,4,OFF,ON,ON,Closed
5886,45,3,OFF,ON,ON,Closed
5887,45,4,OFF,ON,ON,Closed
5888,46,3,OFF,ON,ON,Closed
5889,46,4,OFF,ON,ON,Closed
5890,45,4,OFF,ON,ON,Closed
5891,44,5,OFF,ON,ON,Closed
5892,44,6,ON,ON,ON,Closed
5893,44,5,ON,ON,ON,Closed
5894,44,4,ON,ON,ON,Closed
5895,44,5,ON,ON,ON,Closed
5896,45,6,ON,ON,ON,Closed
5897,45,6,ON,ON,ON,Closed
5898,46,7,ON,ON,ON,Closed
5899,47,7,ON,ON,ON,Closed
5900,47,6,ON,ON,ON,Closed
5901,48,5,ON,ON,ON,Closed
5902,49,6,ON,ON,ON,Closed
5903,48,6,ON,ON,ON,Closed
5904,47,7,ON,ON,ON,Closed
5905,47,8,ON,ON,ON,Closed
5906,46,7,ON,ON,ON,Closed
5907,45,6,ON,ON,ON,Closed
5908,44,5,ON,ON,ON,Closed
5909,45,6,ON,ON,ON,Closed
5910,46,5,ON,ON,ON,Closed
5911,46,6,ON,ON,ON,Closed
5912,47,5,ON,ON,ON,Closed
5913,47,4,ON,ON,ON,Closed
5914,47,3,ON,ON,ON,Closed
5915,47,4,ON,ON,ON,Closed
5916,48,4,ON,ON,ON,Closed
5917,49,3,ON,ON,ON,Closed
5918,48,3,ON,ON,ON,Closed
5919,48,4,ON,ON,ON,Closed
5920,48,5,ON,ON,ON,Closed
5921,49,6,ON,ON,ON,Closed
5922,50,6,ON,ON,ON,Closed
5923,50,5,ON,ON,ON,Closed
5924,51,5,ON,ON,ON,Closed
5925,51,5,ON,ON,ON,Closed
5926,50,4,ON,ON,ON,Closed
5927,49,3,ON,ON,ON,Closed
5928,48,3,ON,ON,ON,Closed
5929,47,2,ON,ON,ON,Closed
5930,48,3,ON,ON,ON,Closed
5931,48,4,ON,ON,ON,Closed
5932,47,5,ON,ON,ON,Closed
5933,47,4,ON,ON,ON,Closed
5934,48,4,ON,ON,ON,Closed
5935,48,5,ON,ON,ON,Closed
5936,49,4,ON,ON,ON,Closed
5937,50,3,ON,ON,ON,Closed
5938,50,2,ON,ON,ON,Closed
5939,49,2,ON,ON,ON,Closed
5940,49,2,ON,ON,ON,Closed
5941,49,2,ON,ON,ON,Closed
5942,50,3,ON,ON,ON,Closed
5943,49,2,ON,ON,ON,Closed
5944,50,3,ON,ON,ON,Closed
5945,50,4,ON,ON,ON,Closed
5946,49,5,ON,ON,ON,Closed
5947,48,4,ON,ON,ON,Closed
5948,47,5,ON,ON,ON,Closed
5949,46,5,ON,ON,ON,Closed
5950,47,4,ON,ON,ON,Closed
5951,48,4,ON,ON,ON,Closed
5952,47,3,OFF,ON,ON,Closed
5953,48,3,OFF,ON,ON,Closed
5954,47,3,OFF,ON,ON,Closed
5955,48,2,OFF,ON,ON,Closed
5956,49,3,OFF,ON,ON,Closed
5957,50,2,OFF,ON,ON,Closed
5958,51,2,OFF,ON,ON,Closed
5959,52,3,OFF,ON,ON,Closed
5960,52,4,OFF,ON,ON,Closed
5961,52,4,OFF,ON,ON,Closed
5962,51,5,OFF,ON,ON,Closed
5963,52,5,OFF,ON,ON,Closed
5964,52,5,OFF,ON,ON,Closed
5965,52,6,OFF,ON,ON,Closed
5966,52,5,OFF,ON,ON,Closed
5967,53,6,OFF,ON,ON,Closed
5968,53,7,OFF,ON,ON,Closed
5969,52,7,OFF,ON,ON,Closed
5970,53,6,OFF,ON,ON,Closed
5971,52,7,OFF,ON,ON,Closed
5972,53,7,OFF,ON,ON,Closed
5973,52,8,OFF,ON,ON,Closed
5974,53,7,OFF,ON,ON,Closed
5975,54,8,OFF,ON,ON,Closed
5976,55,7,OFF,ON,ON,Closed
5977,56,6,ON,OFF,ON,Closed
5978,55,6,ON,OFF,ON,Closed
5979,54,7,ON,OFF,ON,Closed
5980,53,7,ON,OFF,ON,Closed
5981,53,7,ON,OFF,ON,Closed
5982,53,6,ON,OFF,ON,Closed
5983,54,6,ON,OFF,ON,Closed
5984,53,7,ON,OFF,ON,Closed
5985,53,8,ON,OFF,ON,Closed
5986,53,8,ON,OFF,ON,Closed
5987,52,9,ON,OFF,ON,Closed
5988,52,8,ON,OFF,ON,Closed
5989,53,9,ON,OFF,ON,Closed
5990,53,8,ON,OFF,ON,Closed
5991,54,7,ON,OFF,ON,Closed
5992,55,6,ON,OFF,ON,Closed
5993,56,5,ON,OFF,ON,Closed
5994,57,4,ON,OFF,ON,Closed
5995,57,4,ON,OFF,ON,Closed
5996,56,5,ON,OFF,ON,Closed
5997,55,5,ON,OFF,ON,Closed
5998,56,4,ON,OFF,ON,Closed
5999,56,5,ON,OFF,ON,Closed
6000,57,5,ON,OFF,ON,Closed
6001,57,6,ON,OFF,ON,Closed
6002,56,7,ON,OFF,ON,Closed
6003,57,6,ON,OFF,ON,Closed
6004,56,5,ON,OFF,ON,Closed
6005,57,5,ON,OFF,ON,Closed
6006,57,6,ON,OFF,ON,Closed
6007,58,7,ON,OFF,ON,Closed
6008,59,6,ON,OFF,ON,Closed
6009,59,6,ON,OFF,ON,Closed
6010,59,5,ON,OFF,ON,Closed
6011,59,5,ON,OFF,ON,Closed
6012,59,6,ON,OFF,ON,Closed
6013,59,7,ON,OFF,ON,Closed
6014,59,6,ON,OFF,ON,Closed
6015,59,7,ON,OFF,ON,Closed
6016,59,6,OFF,ON,ON,Closed
6017,59,7,OFF,ON,ON,Closed
6018,59,6,OFF,ON,ON,Closed
6019,58,6,OFF,ON,ON,Closed
6020,57,5,OFF,ON,ON,Closed
6021,57,4,OFF,ON,ON,Closed
6022,56,5,OFF,ON,ON,Closed
6023,56,4,OFF,ON,ON,Closed
6024,55,5,OFF,ON,ON,Closed
6025,54,5,OFF,ON,ON,Closed
6026,55,5,OFF,ON,ON,Closed
6027,55,4,OFF,ON,ON,Closed
6028,55,3,OFF,ON,ON,Closed
6029,55,4,OFF,ON,ON,Closed
6030,55,4,OFF,ON,ON,Closed
6031,55,3,OFF,ON,ON,Closed
6032,56,4,OFF,ON,ON,Closed
6033,57,4,OFF,ON,ON,Closed
6034,56,5,OFF,ON,ON,Closed
6035,55,6,ON,ON,ON,Closed
6036,54,5,ON,ON,ON,Closed
6037,55,5,ON,ON,ON,Closed
6038,55,6,ON,ON,ON,Closed
6039,54,5,ON,ON,ON,Closed
6040,53,6,ON,ON,ON,Closed
6041,54,7,ON,ON,ON,Closed
6042,53,8,ON,ON,ON,Closed
6043,53,7,ON,ON,ON,Closed
6044,52,7,ON,ON,ON,Closed
6045,53,8,ON,ON,ON,Closed
6046,54,9,ON,ON,ON,Closed
6047,54,8,OFF,ON,ON,Closed
6048,53,8,OFF,ON,ON,Closed
6049,53,7,OFF,ON,ON,Closed
6050,53,7,OFF,ON,ON,Closed
6051,54,6,ON,OFF,ON,Closed
6052,55,5,ON,OFF,ON,Closed
6053,55,6,ON,OFF,ON,Closed
6054,54,5,OFF,ON,ON,Closed
6055,54,5,OFF,ON,ON,Closed
6056,55,6,OFF,ON,ON,Closed
6057,56,6,OFF,ON,ON,Closed
6058,57,5,OFF,ON,ON,Closed
6059,57,4,ON,ON,ON,Closed
6060,56,4,ON,ON,ON,Closed
6061,57,3,ON,ON,ON,Closed
6062,58,2,ON,ON,ON,Closed
6063,57,3,ON,ON,ON,Closed
6064,57,2,ON,ON,ON,Closed
6065,58,3,ON,ON,ON,Closed
6066,59,4,ON,ON,ON,Closed
6067,59,3,ON,ON,ON,Closed
6068,59,3,ON,ON,ON,Closed
6069,60,3,ON,ON,ON,Closed
6070,59,3,ON,ON,ON,Closed
6071,58,4,ON,ON,ON,Closed
6072,57,3,ON,ON,ON,Closed
6073,58,4,ON,ON,ON,Closed
6074,57,4,ON,ON,ON,Closed
6075,56,4,ON,ON,ON,Closed
6076,57,3,ON,ON,ON,Closed
6077,56,3,ON,ON,ON,Closed
6078,57,4,ON,ON,ON,Closed
6079,57,5,ON,ON,ON,Closed
6080,58,4,ON,ON,ON,Closed
6081,57,3,ON,ON,ON,Closed
6082,56,2,ON,ON,ON,Closed
6083,55,2,ON,ON,ON,Closed
6084,54,3,ON,ON,ON,Closed
6085,54,4,ON,ON,ON,Closed
6086,55,3,ON,ON,ON,Closed
6087,56,4,ON,ON,ON,Closed
6088,55,4,ON,ON,ON,Closed
6089,56,3,ON,ON,ON,Closed
6090,56,2,ON,ON,ON,Closed
6091,55,3,ON,ON,ON,Closed
6092,54,2,ON,ON,ON,Closed
6093,55,2,ON,ON,ON,Closed
6094,55,2,ON,ON,ON,Closed
6095,56,3,ON,ON,ON,Closed
6096,55,3,ON,ON,ON,Closed
6097,54,4,ON,ON,ON,Closed
6098,55,4,ON,ON,ON,Closed
6099,54,5,ON,ON,ON,Closed
6100,55,4,ON,ON,ON,Closed
6101,54,3,ON,ON,ON,Closed
6102,54,2,ON,ON,ON,Closed
6103,55,3,ON,ON,ON,Closed
6104,54,4,ON,ON,ON,Closed
6105,54,5,ON,ON,ON,Closed
6106,53,6,ON,ON,ON,Closed
6107,54,7,ON,ON,ON,Closed
6108,54,6,OFF,OFF,ON,Closed
6109,54,5,OFF,OFF,ON,Closed
6110,54,5,OFF,OFF,ON,Closed
6111,54,6,OFF,OFF,ON,Closed
6112,54,5,OFF,OFF,ON,Closed
6113,55,5,OFF,OFF,ON,Closed
6114,56,6,OFF,OFF,ON,Closed
6115,55,5,OFF,OFF,ON,Closed
6116,54,5,OFF,OFF,ON,Closed
6117,54,6,OFF,OFF,ON,Closed
6118,53,5,OFF,OFF,ON,Closed
6119,54,6,OFF,OFF,ON,Closed
6120,53,6,OFF,OFF,ON,Closed
6121,54,7,OFF,OFF,ON,Closed
6122,53,6,OFF,OFF,ON,Closed
6123,54,7,OFF,OFF,ON,Closed
6124,55,6,OFF,OFF,ON,Closed
6125,54,5,OFF,OFF,ON,Closed
6126,54,6,OFF,OFF,ON,Closed
6127,53,5,OFF,OFF,ON,Closed
6128,53,4,OFF,OFF,ON,Closed
6129,52,5,OFF,OFF,ON,Closed
6130,52,4,OFF,OFF,ON,Closed
6131,53,5,OFF,OFF,ON,Closed
6132,53,5,OFF,OFF,ON,Closed
6133,52,4,OFF,OFF,ON,Closed
6134,52,5,OFF,OFF,ON,Closed
6135,52,5,OFF,OFF,ON,Closed
6136,53,6,OFF,OFF,ON,Closed
6137,54,5,OFF,OFF,ON,Closed
6138,54,6,OFF,OFF,ON,Closed
6139,53,6,OFF,OFF,ON,Closed
6140,54,7,OFF,OFF,ON,Closed
6141,54,7,OFF,OFF,ON,Closed
6142,53,8,OFF,OFF,ON,Closed
6143,54,8,OFF,OFF,ON,Closed
6144,54,9,OFF,OFF,ON,Closed
6145,54,10,OFF,OFF,ON,Closed
6146,53,8,OFF,OFF,ON,Closed
6147,53,7,OFF,OFF,ON,Closed
6148,52,8,OFF,OFF,ON,Closed
6149,52,9,OFF,OFF,ON,Closed
6150,51,8,OFF,OFF,ON,Closed
6151,51,7,OFF,OFF,ON,Closed
6152,52,8,OFF,OFF,ON,Closed
6153,52,9,OFF,OFF,ON,Closed
6154,51,8,OFF,OFF,ON,Closed
6155,52,9,OFF,OFF,ON,Closed
6156,51,10,OFF,OFF,ON,Closed
6157,50,8,OFF,OFF,ON,Closed
6158,49,9,OFF,OFF,ON,Closed
6159,50,9,OFF,OFF,ON,Closed
6160,49,10,OFF,OFF,ON,Closed
6161,49,9,OFF,OFF,ON,Closed
6162,49,9,OFF,OFF,ON,Closed
6163,50,9,OFF,OFF,ON,Closed
6164,50,9,OFF,OFF,ON,Closed
6165,49,9,OFF,OFF,ON,Closed
6166,50,10,OFF,OFF,ON,Closed
6167,49,10,OFF,OFF,ON,Closed
6168,50,9,OFF,OFF,ON,Closed
6169,49,10,OFF,OFF,ON,Closed
6170,49,10,OFF,OFF,ON,Closed
6171,48,10,OFF,OFF,ON,Closed
6172,47,8,OFF,OFF,ON,Closed
6173,47,7,OFF,OFF,ON,Closed
6174,47,8,OFF,OFF,ON,Closed
6175,48,9,OFF,OFF,ON,Closed
6176,47,10,OFF,OFF,ON,Closed
6177,46,9,OFF,OFF,ON,Closed
6178,45,9,OFF,OFF,ON,Closed
6179,46,8,OFF,OFF,ON,Closed
6180,47,9,OFF,OFF,ON,Closed
6181,46,8,OFF,OFF,ON,Closed
6182,46,8,OFF,OFF,ON,Closed
6183,46,9,OFF,OFF,ON,Closed
6184,46,8,OFF,OFF,ON,Closed
6185,47,8,OFF,OFF,ON,Closed
6186,47,8,OFF,OFF,ON,Closed
6187,46,7,OFF,OFF,ON,Closed
6188,46,8,OFF,OFF,ON,Closed
6189,47,9,OFF,OFF,ON,Closed
